year,General Food Category,Sub-Category,Detail,avg_per_capita_calories
2007,Flour and cereal products**,Barley products,Barley products,1.788937025
2008,Flour and cereal products**,Barley products,Barley products,1.798097828
2009,Flour and cereal products**,Barley products,Barley products,1.808445029
2010,Flour and cereal products**,Barley products,Barley products,1.76708401
2011,Flour and cereal products**,Barley products,Barley products,1.754994288
2012,Flour and cereal products**,Barley products,Barley products,1.65593568
2013,Flour and cereal products**,Barley products,Barley products,1.89881422
2014,Flour and cereal products**,Barley products,Barley products,1.94220415
2015,Flour and cereal products**,Barley products,Barley products,2.00682367
2016,Flour and cereal products**,Barley products,Barley products,2.241532482
2017,Flour and cereal products**,Barley products,Barley products,2.349979018
2018,Flour and cereal products**,Barley products,Barley products,2.3846351
1970,Added fats and oils and dairy fats*,Added fats and oils,Butter,29.02203768
1971,Added fats and oils and dairy fats*,Added fats and oils,Butter,27.83361915
1972,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.78136177
1973,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.00171923
1974,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.1254747
1975,Added fats and oils and dairy fats*,Added fats and oils,Butter,25.57387321
1976,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.32926854
1977,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.22638444
1978,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.55314233
1979,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.29219281
1980,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.16388605
1981,Added fats and oils and dairy fats*,Added fats and oils,Butter,22.92383483
1982,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.5354812
1983,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.53991075
1984,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.91582362
1985,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.35218892
1986,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.13798363
1987,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.98916974
1988,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.26170922
1989,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.96428494
1990,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.29623073
1991,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.67214468
1992,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.3885222
1993,Added fats and oils and dairy fats*,Added fats and oils,Butter,25.1731859
1994,Added fats and oils and dairy fats*,Added fats and oils,Butter,25.58565396
1995,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.93625074
1996,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.22256413
1997,Added fats and oils and dairy fats*,Added fats and oils,Butter,22.64741222
1998,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.46214936
1999,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.96149326
2000,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.15664447
2001,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.49057299
2002,Added fats and oils and dairy fats*,Added fats and oils,Butter,23.78561768
2003,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.0868828
2004,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.30811814
2005,Added fats and oils and dairy fats*,Added fats and oils,Butter,24.41167083
2006,Added fats and oils and dairy fats*,Added fats and oils,Butter,25.23192075
2007,Added fats and oils and dairy fats*,Added fats and oils,Butter,25.33324334
2008,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.90029915
2009,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.77949742
2010,Added fats and oils and dairy fats*,Added fats and oils,Butter,26.56826309
2011,Added fats and oils and dairy fats*,Added fats and oils,Butter,29.05961208
2012,Added fats and oils and dairy fats*,Added fats and oils,Butter,29.77672265
2013,Added fats and oils and dairy fats*,Added fats and oils,Butter,29.60811346
2014,Added fats and oils and dairy fats*,Added fats and oils,Butter,29.7502533
2015,Added fats and oils and dairy fats*,Added fats and oils,Butter,30.33637554
2016,Added fats and oils and dairy fats*,Added fats and oils,Butter,30.83404817
2017,Added fats and oils and dairy fats*,Added fats and oils,Butter,34.23942664
1970,Added fats and oils and dairy fats*,Added fats and oils,Margarine,58.63767966
1971,Added fats and oils and dairy fats*,Added fats and oils,Margarine,58.56126303
1972,Added fats and oils and dairy fats*,Added fats and oils,Margarine,59.33472234
1973,Added fats and oils and dairy fats*,Added fats and oils,Margarine,58.68000042
1974,Added fats and oils and dairy fats*,Added fats and oils,Margarine,58.31968975
1975,Added fats and oils and dairy fats*,Added fats and oils,Margarine,57.43995756
1976,Added fats and oils and dairy fats*,Added fats and oils,Margarine,61.54564415
1977,Added fats and oils and dairy fats*,Added fats and oils,Margarine,58.10272789
1978,Added fats and oils and dairy fats*,Added fats and oils,Margarine,57.13178195
1979,Added fats and oils and dairy fats*,Added fats and oils,Margarine,56.24631216
1980,Added fats and oils and dairy fats*,Added fats and oils,Margarine,56.3975149
1981,Added fats and oils and dairy fats*,Added fats and oils,Margarine,54.98900917
1982,Added fats and oils and dairy fats*,Added fats and oils,Margarine,54.13847873
1983,Added fats and oils and dairy fats*,Added fats and oils,Margarine,50.44651579
1984,Added fats and oils and dairy fats*,Added fats and oils,Margarine,50.08001483
1985,Added fats and oils and dairy fats*,Added fats and oils,Margarine,51.55010563
1986,Added fats and oils and dairy fats*,Added fats and oils,Margarine,54.04104194
1987,Added fats and oils and dairy fats*,Added fats and oils,Margarine,49.30748103
1988,Added fats and oils and dairy fats*,Added fats and oils,Margarine,47.98483693
1989,Added fats and oils and dairy fats*,Added fats and oils,Margarine,46.8129055
1990,Added fats and oils and dairy fats*,Added fats and oils,Margarine,49.58757517
1991,Added fats and oils and dairy fats*,Added fats and oils,Margarine,47.67878697
1992,Added fats and oils and dairy fats*,Added fats and oils,Margarine,48.91064928
1993,Added fats and oils and dairy fats*,Added fats and oils,Margarine,48.94319238
1994,Added fats and oils and dairy fats*,Added fats and oils,Margarine,43.29123339
1995,Added fats and oils and dairy fats*,Added fats and oils,Margarine,39.55901343
1996,Added fats and oils and dairy fats*,Added fats and oils,Margarine,38.90504813
1997,Added fats and oils and dairy fats*,Added fats and oils,Margarine,35.84367674
1998,Added fats and oils and dairy fats*,Added fats and oils,Margarine,34.21312822
1999,Added fats and oils and dairy fats*,Added fats and oils,Margarine,32.52557103
2000,Added fats and oils and dairy fats*,Added fats and oils,Margarine,33.31589916
2001,Added fats and oils and dairy fats*,Added fats and oils,Margarine,28.28019138
2002,Added fats and oils and dairy fats*,Added fats and oils,Margarine,26.42416224
2003,Added fats and oils and dairy fats*,Added fats and oils,Margarine,21.31055636
2004,Added fats and oils and dairy fats*,Added fats and oils,Margarine,21.22800976
2005,Added fats and oils and dairy fats*,Added fats and oils,Margarine,16.25079355
2006,Added fats and oils and dairy fats*,Added fats and oils,Margarine,18.54485905
2007,Added fats and oils and dairy fats*,Added fats and oils,Margarine,18.33535118
2008,Added fats and oils and dairy fats*,Added fats and oils,Margarine,16.98861774
2009,Added fats and oils and dairy fats*,Added fats and oils,Margarine,14.82722651
2010,Added fats and oils and dairy fats*,Added fats and oils,Margarine,14.35229113
2011,Added fats and oils and dairy fats*,Added fats and oils,Margarine,NA
2012,Added fats and oils and dairy fats*,Added fats and oils,Margarine,NA
2013,Added fats and oils and dairy fats*,Added fats and oils,Margarine,NA
2014,Added fats and oils and dairy fats*,Added fats and oils,Margarine,NA
2015,Added fats and oils and dairy fats*,Added fats and oils,Margarine,NA
2016,Added fats and oils and dairy fats*,Added fats and oils,Margarine,NA
2017,Added fats and oils and dairy fats*,Added fats and oils,Margarine,NA
1970,Added fats and oils and dairy fats*,Added fats and oils,Lard,16.26707835
1971,Added fats and oils and dairy fats*,Added fats and oils,Lard,14.73069968
1972,Added fats and oils and dairy fats*,Added fats and oils,Lard,12.54949132
1973,Added fats and oils and dairy fats*,Added fats and oils,Lard,11.70639058
1974,Added fats and oils and dairy fats*,Added fats and oils,Lard,10.97953509
1975,Added fats and oils and dairy fats*,Added fats and oils,Lard,11.02247765
1976,Added fats and oils and dairy fats*,Added fats and oils,Lard,9.944509206
1977,Added fats and oils and dairy fats*,Added fats and oils,Lard,8.461099881
1978,Added fats and oils and dairy fats*,Added fats and oils,Lard,7.925099719
1979,Added fats and oils and dairy fats*,Added fats and oils,Lard,8.291344966
1980,Added fats and oils and dairy fats*,Added fats and oils,Lard,8.515665035
1981,Added fats and oils and dairy fats*,Added fats and oils,Lard,8.072472451
1982,Added fats and oils and dairy fats*,Added fats and oils,Lard,8.393175437
1983,Added fats and oils and dairy fats*,Added fats and oils,Lard,6.220713107
1984,Added fats and oils and dairy fats*,Added fats and oils,Lard,6.798220683
1985,Added fats and oils and dairy fats*,Added fats and oils,Lard,5.749252331
1986,Added fats and oils and dairy fats*,Added fats and oils,Lard,5.574099907
1987,Added fats and oils and dairy fats*,Added fats and oils,Lard,5.67081718
1988,Added fats and oils and dairy fats*,Added fats and oils,Lard,5.408430428
1989,Added fats and oils and dairy fats*,Added fats and oils,Lard,4.316322064
1990,Added fats and oils and dairy fats*,Added fats and oils,Lard,3.272889314
1991,Added fats and oils and dairy fats*,Added fats and oils,Lard,2.505545946
1992,Added fats and oils and dairy fats*,Added fats and oils,Lard,1.481258654
1993,Added fats and oils and dairy fats*,Added fats and oils,Lard,1.32600338
1994,Added fats and oils and dairy fats*,Added fats and oils,Lard,2.498326932
1995,Added fats and oils and dairy fats*,Added fats and oils,Lard,1.414319382
1996,Added fats and oils and dairy fats*,Added fats and oils,Lard,2.021162956
1997,Added fats and oils and dairy fats*,Added fats and oils,Lard,2.767420939
1998,Added fats and oils and dairy fats*,Added fats and oils,Lard,2.554810765
1999,Added fats and oils and dairy fats*,Added fats and oils,Lard,2.414330477
2000,Added fats and oils and dairy fats*,Added fats and oils,Lard,2.84511124
2001,Added fats and oils and dairy fats*,Added fats and oils,Lard,4.146667855
2002,Added fats and oils and dairy fats*,Added fats and oils,Lard,4.672205707
2003,Added fats and oils and dairy fats*,Added fats and oils,Lard,4.606095316
2004,Added fats and oils and dairy fats*,Added fats and oils,Lard,2.727352066
2005,Added fats and oils and dairy fats*,Added fats and oils,Lard,5.642198538
2006,Added fats and oils and dairy fats*,Added fats and oils,Lard,6.061858579
2007,Added fats and oils and dairy fats*,Added fats and oils,Lard,5.858124165
2008,Added fats and oils and dairy fats*,Added fats and oils,Lard,3.785645922
2009,Added fats and oils and dairy fats*,Added fats and oils,Lard,5.292976745
2010,Added fats and oils and dairy fats*,Added fats and oils,Lard,5.630151726
2011,Added fats and oils and dairy fats*,Added fats and oils,Lard,NA
2012,Added fats and oils and dairy fats*,Added fats and oils,Lard,NA
2013,Added fats and oils and dairy fats*,Added fats and oils,Lard,NA
2014,Added fats and oils and dairy fats*,Added fats and oils,Lard,NA
2015,Added fats and oils and dairy fats*,Added fats and oils,Lard,NA
2016,Added fats and oils and dairy fats*,Added fats and oils,Lard,NA
2017,Added fats and oils and dairy fats*,Added fats and oils,Lard,NA
1970,Added fats and oils and dairy fats*,Added fats and oils,Edible beef tallow,NA
1971,Added fats and oils and dairy fats*,Added fats and oils,Edible beef tallow,NA
1972,Added fats and oils and dairy fats*,Added fats and oils,Edible beef tallow,NA
1973,Added fats and oils and dairy fats*,Added fats and oils,Edible beef tallow,NA
1974,Added fats and oils and dairy fats*,Added fats and oils,Edible beef tallow,NA
1975,Added fats and oils and dairy fats*,Added fats and oils,Edible beef tallow,NA
